date,high,low,open,close,volume,adjclose,blocks-size,avg-block-size,n-transactions-per-block,n-payments-per-block,n-transactions-total,median-confirmation-time,avg-confirmation-time,total-bitcoins,market-price,market-cap,trade-volume,hash-rate,difficulty,transaction-fees,transaction-fees-usd,fees-usd-per-transaction,cost-per-transaction-percent,cost-per-transaction,n-unique-addresses,n-transactions,n-payments,transactions-per-second,output-volume,mempool-count,mempool-growth,mempool-size,utxo-count,n-transactions-excluding-popular,estimated-transaction-volume,estimated-transaction-volume-usd
2014-11-04,331.7669982910156,325.0769958496094,327.1610107421875,330.49200439453125,15655500.0,330.49200439453125,,,,,,,,,,,,289794.6526202308,,,,,2.2965242139616,,172105.0,,,,,,,,,,231457.99765684,75568721.6549817
2014-11-05,343.3689880371094,330.6830139160156,330.6830139160156,339.4859924316406,19817200.0,339.4859924316406,25732.490102,0.350468492753623,648.260869565217,,50590131.0,,,,,,,,,13.39815386,4718.8758616028,0.0495321233727949,,13.741378369266,,89460.0,,,,,,,,,,
2014-11-06,352.96600341796875,338.42401123046875,339.4580078125,349.2900085449219,18797000.0,349.2900085449219,,,,,,8.55,,,338.63,4560702703.0,5183009.8266,,39603666252.4184,,,,,,,,,,739435.476988818,,,,,93387.0,,
2014-11-07,352.73199462890625,341.7760009765625,349.8179931640625,342.4150085449219,16834200.0,342.4150085449219,,,,,,,,,,,,298142.20850664045,,,,,2.33959908570963,,163758.0,,,,,,,,,,191927.59458478,67166981.0008896
2014-11-08,347.0320129394531,342.15399169921875,342.15399169921875,345.4880065917969,8535470.0,345.4880065917969,25884.784956,0.265582137254902,475.274509803922,,50855747.0,,,,,,,,,10.78458677,3991.0132608591,0.0510281447969506,,19.4111103572452,,72717.0,,,,,,,,,,
2014-11-09,363.6260070800781,344.2550048828125,345.3760070800781,363.2640075683594,24205600.0,363.2640075683594,,,,,,8.21666666666667,,,346.94,4676933343.5,1291511.9052,,39603666252.4184,,,,,,,,,,536383.146425672,,,,,72212.0,,
2014-11-10,374.8160095214844,357.5610046386719,362.2650146484375,366.92401123046875,30450100.0,366.92401123046875,,,,,,,,,,,,290766.3525813445,,,,,2.0199728695235,,175663.0,,,,,,,,,,207391.25106013,75892754.4129441
2014-11-11,371.30999755859375,363.7349853515625,365.85699462890625,367.69500732421875,15838900.0,367.69500732421875,26024.772096,0.385816310077519,663.705426356589,,51091796.0,,,,,,,,,13.37416163,5033.293277804,0.0570512930472887,,14.8799452901456,,85618.0,,,,,,,,,,
2014-11-12,429.7179870605469,367.9849853515625,367.9849853515625,423.5610046386719,45783200.0,423.5610046386719,,,,,,8.08333333333333,,,369.41,4984301366.0,2780715.3045,,39603666252.4184,,,,,,,,,,1115072.51062442,,,,,95579.0,,
2014-11-13,457.0929870605469,401.12298583984375,427.27301025390625,420.7349853515625,58945000.0,420.7349853515625,,,,,,,,,,,,286306.5269183879,,,,,1.10845710861007,,183931.0,,,,,,,,,,391609.72388396,164550489.878801
2014-11-14,419.25201416015625,384.78900146484375,418.4169921875,397.8179931640625,29589200.0,397.8179931640625,26184.175424,0.324487220779221,560.435064935065,,51365099.0,,,,,,,,,13.15059241,5718.2309056034,0.0639301347823064,,19.5503016480027,,86307.0,,,,,,,,,,
2014-11-15,405.52801513671875,371.00799560546875,399.6499938964844,376.13299560546875,15727500.0,376.13299560546875,,,,,,7.11666666666667,,,399.11,,8710699.4741,,39603666252.4184,,,,,,,,,,811752.516856439,,,,,73242.0,,
2014-11-16,390.79901123046875,374.60198974609375,374.7300109863281,387.8819885253906,11905600.0,387.8819885253906,,,,,,,,,,5091183976.75,,285462.7945207893,,,,,2.4605256130059,,222035.0,,,,,,,,,,183413.11393084,69144909.8207874
2014-11-17,410.1990051269531,377.50201416015625,388.3489990234375,387.4079895019531,41518800.0,387.4079895019531,26321.779863,0.367715118055555,613.569444444444,,51600138.0,,,,,,,,,15.10046843,6523.2447805265,0.0688258451822292,,16.728354854773,,88354.0,,,,,,,,,,
2014-11-18,392.4020080566406,371.11700439453125,387.7850036621094,375.197998046875,32222500.0,375.197998046875,,,,,,8.0,,,388.87,,9453830.2361,,39603666252.4184,,,,,,,,,,983866.145961329,,,,,87524.0,,
